year,geo_name,geo,income
2014,Silver Bow County,05000US30093,37503
2014,Columbia County,05000US05027,37509
2014,Rhea County,05000US47143,37512
2014,Atoka County,05000US40005,37519
2014,Ferry County,05000US53019,37542
2014,McPherson County,05000US46089,37602
2014,Isabella County,05000US26073,37615
2014,Payne County,05000US40119,37637
2014,Madison County,05000US29123,37648
2014,Hardeman County,05000US48197,37656
2014,Dent County,05000US29065,37658
2014,San Juan County,05000US08111,37679
2014,Red River Parish,05000US22081,37681
2014,Acadia Parish,05000US22001,37684
2014,Bacon County,05000US13005,37698
2014,"Richmond County, GA",05000US13245,37704
2014,Cabell County,05000US54011,37716
2014,Kleberg County,05000US48273,37725
2014,Cross County,05000US05037,37725
2014,Gladwin County,05000US26051,37725
2014,Burke County,05000US37023,37735
2014,Menominee County,05000US55078,37740
2014,McIntosh County,05000US38051,37750
2014,Mecklenburg County,05000US51117,37756
2014,"Potter County, TX",05000US48375,37758
2014,Crittenden County,05000US05035,37781
2014,Yukon-Koyukuk Census Area,05000US02290,37796
2014,Jasper County,05000US45053,37801
2014,Evans County,05000US13109,37804
2014,Arkansas County,05000US05001,37813
2014,Franklin County,05000US12037,37815
2014,Fayette County,05000US18041,37833
2014,Swisher County,05000US48437,37833
2014,Johnston County,05000US40069,37845
2014,Suwannee County,05000US12121,37879
2014,Smyth County,05000US51173,37880
2014,Lunenburg County,05000US51111,37881
2014,McDuffie County,05000US13189,37899
2014,"Delaware County, IN",05000US18035,37900
2014,Day County,05000US46037,37901
2014,Wayne County,05000US18177,37932
2014,McDonough County,05000US17109,37959
2014,De Baca County,05000US35011,37961
2014,Wayne County,05000US13305,37970
2014,DeKalb County,05000US01049,37977
2014,Vinton County,05000US39163,37984
2014,Bibb County,05000US01007,37984
2014,Morgan County,05000US47129,38003
2014,Shoshone County,05000US16079,38006
2014,Lewis County,05000US54041,38006
2014,Hooker County,05000US31091,38011
2014,Jim Hogg County,05000US48247,38013
2014,Alcona County,05000US26001,38019
2014,"Hinds County, MS",05000US28049,38021
2014,Hickman County,05000US47081,38032
2014,Jones County,05000US28067,38044
2014,Howard County,05000US05061,38050
2014,San Saba County,05000US48411,38065
2014,Wetzel County,05000US54103,38066
2014,"Citrus County, FL",05000US12017,38109
2014,McDonald County,05000US29119,38122
2014,Arenac County,05000US26011,38129
2014,Avery County,05000US37011,38138
2014,Dimmit County,05000US48127,38140
2014,Coal County,05000US40029,38141
2014,Meagher County,05000US30059,38144
2014,Camp County,05000US48063,38154
2014,Hardin County,05000US17069,38170
2014,Coles County,05000US17029,38174
2014,Covington city,05000US51580,38176
2014,Elk County,05000US20049,38182
2014,Saluda County,05000US45081,38216
2014,Monroe County,05000US54063,38239
2014,Washington County,05000US23029,38239
2014,Madison County,05000US37115,38251
2014,Newton County,05000US28101,38265
2014,Craig County,05000US40035,38273
2014,Decatur County,05000US19053,38275
2014,Mason County,05000US54053,38297
2014,Laurens County,05000US45059,38300
2014,Dallas County,05000US29059,38314
2014,Caswell County,05000US37033,38318
2014,Idaho County,05000US16049,38320
2014,Worth County,05000US13321,38339
2014,Cumberland County,05000US47035,38350
2014,Alpena County,05000US26007,38353
2014,Ravalli County,05000US30081,38366
2014,Union County,05000US21225,38367
2014,Montgomery County,05000US21173,38373
2014,Dickens County,05000US48125,38397
2014,"Doí±a Ana County, NM",05000US35013,38426
2014,Phillips County,05000US30071,38426
2014,Gooding County,05000US16047,38447
2014,"Mohave County, AZ",05000US04015,38456
2014,Appling County,05000US13001,38461
2014,Pawnee County,05000US31133,38462
2014,"Etowah County, AL",05000US01055,38467
2014,Marion County,05000US21155,38478
2014,Buckingham County,05000US51029,38484
2014,Macon County,05000US37113,38491
2014,Lake County,05000US30047,38492
2014,Sherman County,05000US20181,38528
2014,Schley County,05000US13249,38537
2014,Golden Valley County,05000US38033,38542
2014,Orange County,05000US18117,38556
2014,Modoc County,05000US06049,38560
2014,Washington County,05000US12133,38563
2014,Adams County,05000US16003,38583
2014,Brewster County,05000US48043,38589
2014,Calloway County,05000US21035,38589
2014,Hamblen County,05000US47063,38600
2014,Baca County,05000US08009,38625
2014,Chase County,05000US20017,38633
2014,Rio Arriba County,05000US35039,38635
2014,Perkins County,05000US46105,38635
2014,Houston County,05000US47083,38637
2014,Tallapoosa County,05000US01123,38644
2014,Yadkin County,05000US37197,38652
2014,Wadena County,05000US27159,38661
2014,Tucker County,05000US54093,38663
2014,Mineral County,05000US32021,38664
2014,Crosby County,05000US48107,38668
2014,Lowndes County,05000US28087,38672
2014,Rio Grande County,05000US08105,38673
2014,"Webb County, TX",05000US48479,38679
2014,Okmulgee County,05000US40111,38683
2014,Runnels County,05000US48399,38684
2014,Osborne County,05000US20141,38686
2014,Mackinac County,05000US26097,38690
2014,Laclede County,05000US29105,38693
2014,Henry County,05000US47079,38694
2014,Morgan County,05000US39115,38696
2014,Henderson County,05000US47077,38696
2014,Boone County,05000US05009,38705
2014,Richland Parish,05000US22083,38708
2014,Allen County,05000US20001,38712
2014,Garvin County,05000US40049,38716
2014,Christian County,05000US21047,38720
2014,Rusk County,05000US55107,38728
2014,Benson County,05000US38005,38729
2014,Giles County,05000US47055,38739
2014,Pike County,05000US17149,38740
2014,Bryan County,05000US40013,38743
2014,Jones County,05000US46075,38750
2014,Nicholas County,05000US54067,38755
2014,Union County,05000US05139,38762
2014,Saline County,05000US17165,38772
2014,Barry County,05000US29009,38789
2014,Barton County,05000US29011,38792
2014,Santa Cruz County,05000US04023,38802
2014,Harrisonburg city,05000US51660,38807
2014,Wilson County,05000US20205,38811
2014,Muhlenberg County,05000US21177,38849
2014,"Fayette County, PA",05000US42051,38879
2014,Barren County,05000US21009,38885
2014,Osceola County,05000US26133,38899
2014,Walker County,05000US48471,38903
2014,Bollinger County,05000US29017,38906
2014,McCormick County,05000US45065,38919
2014,Grant County,05000US35017,38923
2014,Mercer County,05000US29129,38925
2014,Greensville County,05000US51081,38933
2014,Shelby County,05000US29205,38935
2014,Rockingham County,05000US37157,38946
2014,Cherokee County,05000US48073,38949
2014,Benewah County,05000US16009,38963
2014,Liberty County,05000US12077,38990
2014,Yancey County,05000US37199,39008
2014,Saline County,05000US29195,39027
2014,Keya Paha County,05000US31103,39028
2014,Marshall County,05000US40095,39028
2014,Bent County,05000US08011,39053
2014,Simpson County,05000US21213,39055
2014,"Brazos County, TX",05000US48041,39060
2014,Scott County,05000US29201,39076
2014,Peach County,05000US13225,39085
2014,Wibaux County,05000US30109,39097
2014,"Ouachita Parish, LA",05000US22073,39111
2014,Ritchie County,05000US54085,39118
2014,Polk County,05000US13233,39121
2014,Carlisle County,05000US21039,39125
2014,Nacogdoches County,05000US48347,39126
2014,Marshall County,05000US28093,39137
2014,Hopewell city,05000US51670,39156
2014,Campbell County,05000US46021,39167
2014,Ashland County,05000US55003,39172
2014,Jasper County,05000US48241,39176
2014,Union County,05000US13291,39179
2014,Keweenaw County,05000US26083,39180
2014,Upshur County,05000US54097,39188
2014,Coos County,05000US41011,39193
2014,Columbia County,05000US12023,39194
2014,"Cleveland County, NC",05000US37045,39197
2014,Boundary County,05000US16021,39204
2014,"Sebastian County, AR",05000US05131,39208
2014,Alger County,05000US26003,39211
2014,Stoddard County,05000US29207,39229
2014,Greenwood County,05000US20073,39286
2014,Del Norte County,05000US06015,39302
2014,Washington County,05000US21229,39313
2014,Randolph County,05000US29175,39316
2014,"Wyandotte County, KS",05000US20209,39326
2014,Wilson County,05000US37195,39332
2014,Polk County,05000US29167,39336
2014,"Marion County, FL",05000US12083,39339
2014,Catron County,05000US35003,39342
2014,Hancock County,05000US54029,39342
2014,Harrison County,05000US29081,39342
2014,Larue County,05000US21123,39364
2014,Blackford County,05000US18009,39370
2014,Kiowa County,05000US08061,39375
2014,Morris County,05000US48343,39387
2014,Accomack County,05000US51001,39389
2014,Lynchburg city,05000US51680,39391
2014,Pope County,05000US17151,39395
2014,Polk County,05000US48373,39412
2014,Cullman County,05000US01043,39415
2014,Pacific County,05000US53049,39418
2014,Custer County,05000US16037,39432
2014,Polk County,05000US47139,39434
2014,Cannon County,05000US47015,39438
2014,Allen Parish,05000US22003,39440
2014,Chautauqua County,05000US20019,39444
2014,Scotland County,05000US29199,39450
2014,Marshall County,05000US01095,39473
2014,Limestone County,05000US48293,39484
2014,Cheboygan County,05000US26031,39486
2014,Terry County,05000US48445,39494
2014,Little River County,05000US05081,39494
2014,Greene County,05000US37079,39498
2014,Greene County,05000US05055,39500
2014,Cloud County,05000US20029,39509
2014,Graves County,05000US21083,39529
2014,"Roanoke city, VA",05000US51770,39530
2014,Klamath County,05000US41035,39534
2014,Bourbon County,05000US20011,39555
2014,Garland County,05000US05051,39558
2014,Latimer County,05000US40077,39563
2014,Niobrara County,05000US56027,39567
2014,Lawrence County,05000US17101,39569
2014,Ohio County,05000US21183,39574
2014,"Sullivan County, TN",05000US47163,39577
2014,Gilmer County,05000US13123,39581
2014,Pettis County,05000US29159,39624
2014,McMinn County,05000US47107,39644
2014,Coffee County,05000US47031,39656
2014,Okanogan County,05000US53047,39665
2014,Carroll County,05000US21041,39668
2014,Cheyenne County,05000US20023,39681
2014,Walker County,05000US13295,39688
2014,Grant Parish,05000US22043,39729
2014,Bates County,05000US29013,39744
2014,Dawson County,05000US48115,39746
2014,Clearwater County,05000US16035,39750
2014,Mason County,05000US21161,39783
2014,Somerset County,05000US23025,39792
2014,Allegany County,05000US24001,39794
2014,Knox County,05000US17095,39800
2014,Highland County,05000US39071,39855
2014,Franklin County,05000US05047,39879
2014,Henry County,05000US29083,39880
2014,Grant County,05000US18053,39885
2014,Colbert County,05000US01033,39914
2014,Mahnomen County,05000US27087,39924
2014,Taylor County,05000US54091,39933
2014,Sherman County,05000US41055,39960
2014,Tyler County,05000US54095,39974
2014,Staunton city,05000US51790,39982
2014,Kalkaska County,05000US26079,39986
2014,Pike County,05000US39131,39989
2014,Kimble County,05000US48267,40000
2014,Breckinridge County,05000US21027,40039
2014,Gila County,05000US04007,40042
2014,Pend Oreille County,05000US53051,40070
2014,"Whitfield County, GA",05000US13313,40081
2014,Boyd County,05000US31015,40083
2014,Glascock County,05000US13125,40089
2014,Stephens County,05000US13257,40103
2014,Glenn County,05000US06021,40106
2014,Montgomery County,05000US29139,40114
2014,Pike County,05000US29163,40120
2014,Muskogee County,05000US40101,40133
2014,Caldwell County,05000US21033,40135
2014,Stone County,05000US29209,40136
2014,Treutlen County,05000US13283,40143
2014,Randolph County,05000US54083,40146
2014,Sioux County,05000US38085,40152
2014,Caddo County,05000US40015,40170
2014,Wythe County,05000US51197,40185
2014,Bracken County,05000US21023,40194
2014,Chariton County,05000US29041,40195
2014,Nowata County,05000US40105,40203
2014,Spalding County,05000US13255,40243
2014,Henry County,05000US18065,40247
2014,Petroleum County,05000US30069,40250
2014,Greenbrier County,05000US54025,40256
2014,Allen County,05000US21003,40273
2014,Henderson County,05000US48213,40299
2014,"Ashtabula County, OH",05000US39007,40304
2014,"Clayton County, GA",05000US13063,40314
2014,Curry County,05000US35009,40318
2014,Obion County,05000US47131,40327
2014,Doddridge County,05000US54017,40329
2014,Forest County,05000US55041,40331
2014,Jefferson Davis Parish,05000US22053,40335
2014,Ohio County,05000US54069,40342
2014,Monroe County,05000US29137,40342
2014,Lawrence County,05000US01079,40356
2014,Starke County,05000US18149,40357
2014,Wexford County,05000US26165,40368
2014,Russell County,05000US20167,40369
2014,Emmons County,05000US38029,40375
2014,Mecosta County,05000US26107,40396
2014,Presque Isle County,05000US26141,40404
2014,Manistee County,05000US26101,40408
2014,Matagorda County,05000US48321,40410
2014,Guernsey County,05000US39059,40420
2014,Lyon County,05000US20111,40427
2014,"Hernando County, FL",05000US12053,40457
2014,Castro County,05000US48069,40470
2014,Bradford County,05000US12007,40481
2014,Sheridan County,05000US31161,40489
2014,Thurston County,05000US31173,40494
2014,Lawrence County,05000US29109,40496
2014,Vilas County,05000US55125,40501
2014,Vernon County,05000US29217,40508
2014,"Greene County, MO",05000US29077,40512
2014,Perry County,05000US17145,40532
2014,Republic County,05000US20157,40538
2014,Chaves County,05000US35005,40541
2014,White County,05000US13311,40547
2014,Lincoln County,05000US32017,40550
2014,Anderson County,05000US20003,40567
2014,Fremont County,05000US08043,40569
2014,Baker County,05000US41001,40576
2014,Fayette County,05000US39047,40576
2014,Prairie County,05000US30079,40580
2014,Livingston County,05000US21139,40580
2014,Gentry County,05000US29075,40591
2014,Otero County,05000US35035,40614
2014,Sioux County,05000US31165,40625
2014,Sawyer County,05000US55113,40658
2014,"Sumter County, SC",05000US45085,40662
2014,Beaufort County,05000US37013,40671
2014,Treasure County,05000US30103,40682
2014,Habersham County,05000US13137,40689
2014,Oxford County,05000US23017,40695
2014,Rowan County,05000US21205,40697
2014,Erath County,05000US48143,40711
2014,Crawford County,05000US05033,40712
2014,Montgomery County,05000US20125,40716
2014,Jerome County,05000US16053,40718
2014,Donley County,05000US48129,40719
2014,Gallatin County,05000US17059,40721
2014,"Tangipahoa Parish, LA",05000US22105,40721
2014,Burnett County,05000US55013,40722
2014,Jackson County,05000US54035,40733
2014,Montcalm County,05000US26117,40739
2014,Rush County,05000US20165,40746
2014,Jay County,05000US18075,40761
2014,Furnas County,05000US31065,40765
2014,Richardson County,05000US31147,40765
2014,Cleburne County,05000US05023,40768
2014,Terrell County,05000US48443,40781
2014,"El Paso County, TX",05000US48141,40783
2014,Pawnee County,05000US20145,40791
2014,Jefferson County,05000US39081,40816
2014,Pope County,05000US05115,40818
2014,"Douglas County, OR",05000US41019,40820
2014,Coke County,05000US48081,40822
2014,Chippewa County,05000US26033,40828
2014,Miller County,05000US05091,40829
2014,Throckmorton County,05000US48447,40833
2014,McLean County,05000US21149,40851
2014,Webster County,05000US21233,40852
2014,Boyle County,05000US21021,40853
2014,Madison County,05000US48313,40879
2014,Crawford County,05000US18025,40905
2014,McCulloch County,05000US48307,40908
2014,"Jasper County, MO",05000US29097,40914
2014,"Calhoun County, AL",05000US01015,40919
2014,Cherokee County,05000US20021,40920
2014,Baraga County,05000US26013,40935
2014,Muskingum County,05000US39119,40937
2014,Warren County,05000US28149,40941
2014,Wade Hampton Census Area,05000US02270,40943
2014,Mifflin County,05000US42087,40947
2014,Gulf County,05000US12045,40964
2014,Pondera County,05000US30073,40969
2014,Oceana County,05000US26127,40969
2014,Navarro County,05000US48349,40976
2014,Brown County,05000US48049,40982
2014,Missaukee County,05000US26113,40983
2014,Gilchrist County,05000US12041,40984
2014,Delta County,05000US48119,40988
2014,Bedford County,05000US47003,40989
2014,Pontotoc County,05000US28115,40991
2014,Floyd County,05000US48153,40993
2014,Langlade County,05000US55067,40994
2014,Hill County,05000US48217,40994
2014,Owen County,05000US21187,40995
2014,Pearl River County,05000US28109,40997
2014,Marion County,05000US47115,40998
2014,Butte County,05000US16023,41000
2014,Henderson County,05000US21101,41006
2014,Deer Lodge County,05000US30023,41015
2014,Greer County,05000US40055,41020
2014,Chester County,05000US47023,41028
2014,Lamar County,05000US13171,41038
2014,Jewell County,05000US20089,41042
2014,Floyd County,05000US13115,41046
2014,Todd County,05000US21219,41047
2014,Charlton County,05000US13049,41059
2014,Columbia County,05000US53013,41071
2014,Cochran County,05000US48079,41071
2014,"Houston County, AL",05000US01069,41077
2014,Lincoln County,05000US16063,41088
2014,Stewart County,05000US47161,41089
2014,Arthur County,05000US31005,41103
2014,Dallam County,05000US48111,41105
2014,Webster County,05000US31181,41107
2014,Brown County,05000US20013,41126
2014,Lamar County,05000US48277,41130
2014,Raleigh County,05000US54081,41152
2014,Humphreys County,05000US47085,41152
2014,Cameron County,05000US42023,41157
2014,"Wayne County, NC",05000US37191,41172
2014,LaSalle Parish,05000US22059,41173
2014,"Vigo County, IN",05000US18167,41175
2014,Boise County,05000US16015,41194
2014,Oconee County,05000US45073,41197
2014,Kiowa County,05000US20097,41211
2014,Charles Mix County,05000US46023,41220
2014,Monona County,05000US19133,41238
2014,Camas County,05000US16025,41250
2014,"Caddo Parish, LA",05000US22017,41251
2014,Gonzales County,05000US48177,41263
2014,Dawes County,05000US31045,41267
2014,Chouteau County,05000US30015,41270
2014,Huron County,05000US26063,41290
2014,Menominee County,05000US26109,41293
2014,Platte County,05000US56031,41299
2014,"Rapides Parish, LA",05000US22079,41305
2014,Powell County,05000US30077,41326
2014,Lincoln County,05000US47103,41328
2014,"Richmond city, VA",05000US51760,41331
2014,Harper County,05000US20077,41332
2014,Pittsburg County,05000US40121,41339
2014,Lafayette County,05000US28071,41343
2014,"Mahoning County, OH",05000US39099,41350
2014,Hot Spring County,05000US05059,41353
2014,Heard County,05000US13149,41354
2014,Cass County,05000US18017,41356
2014,"Muscogee County, GA",05000US13215,41362
2014,Marinette County,05000US55075,41364
2014,Palo Pinto County,05000US48363,41370
2014,Crawford County,05000US39033,41377
2014,"Yuma County, AZ",05000US04027,41380
2014,Greene County,05000US13133,41390
2014,Monroe County,05000US39111,41394
2014,Garden County,05000US31069,41410
2014,San Juan County,05000US49037,41411
2014,Johnson County,05000US17087,41414
2014,"Wayne County, MI",05000US26163,41421
2014,Jefferson County,05000US47089,41426
2014,Dyer County,05000US47045,41426
2014,Labette County,05000US20099,41434
2014,Orleans County,05000US50019,41437
2014,Union County,05000US12125,41476
2014,Haralson County,05000US13143,41482
2014,Cumberland County,05000US51049,41484
2014,De Soto Parish,05000US22031,41486
2014,Maries County,05000US29125,41492
2014,Kit Carson County,05000US08063,41495
2014,"Pickens County, SC",05000US45077,41501
2014,Clearfield County,05000US42033,41510
2014,Wapello County,05000US19179,41519
2014,Wallowa County,05000US41063,41522
2014,Appanoose County,05000US19007,41525
2014,Randolph County,05000US18135,41537
2014,Lynn County,05000US48305,41541
2014,Northumberland County,05000US42097,41560
2014,Coshocton County,05000US39031,41569
2014,"Bradley County, TN",05000US47011,41575
2014,Georgetown County,05000US45043,41578
2014,Sanilac County,05000US26151,41578
2014,Cleveland County,05000US05025,41586
2014,Young County,05000US48503,41589
2014,Grant County,05000US54023,41600
2014,Tyler County,05000US48457,41630
2014,Franklin County,05000US23007,41665
2014,Alexander County,05000US37003,41676
2014,Pierce County,05000US13229,41685
2014,Lincoln County,05000US35027,41710
2014,"Volusia County, FL",05000US12127,41714
2014,Koochiching County,05000US27071,41725
2014,Edwards County,05000US48137,41726
2014,Roane County,05000US47145,41726
2014,Calhoun County,05000US45017,41727
2014,Butte County,05000US46019,41731
2014,Marion County,05000US29127,41732
2014,Bee County,05000US48025,41738
2014,Boyd County,05000US21019,41739
2014,Caldwell County,05000US29025,41740
2014,Logan County,05000US08075,41749
2014,Washburn County,05000US55129,41749
2014,"Lucas County, OH",05000US39095,41751
2014,Nye County,05000US32023,41757
2014,"Imperial County, CA",05000US06025,41772
2014,Garfield County,05000US31071,41776
2014,"Randolph County, NC",05000US37151,41782
2014,Marion County,05000US17121,41783
2014,Chilton County,05000US01021,41785
2014,Sullivan County,05000US42113,41786
2014,Haywood County,05000US37087,41795
2014,Hamilton County,05000US17065,41801
2014,Kay County,05000US40071,41806
2014,"Baltimore city, MD",05000US24510,41819
2014,Harrison County,05000US39067,41819
2014,"Anderson County, SC",05000US45007,41822
2014,Marshall County,05000US47117,41822
2014,Gratiot County,05000US26057,41833
2014,"Muskegon County, MI",05000US26121,41842
2014,Holt County,05000US29087,41842
2014,Union County,05000US17181,41849
2014,"Monroe County, IN",05000US18105,41857
2014,Potter County,05000US42105,41862
2014,Bonner County,05000US16017,41879
2014,"Genesee County, MI",05000US26049,41879
2014,Perry County,05000US39127,41892
2014,Iron County,05000US55051,41900
2014,Wilbarger County,05000US48487,41901
2014,Troup County,05000US13285,41906
2014,Crawford County,05000US13079,41910
2014,"Rowan County, NC",05000US37159,41925
2014,Curry County,05000US41015,41939
2014,Phelps County,05000US29161,41942
2014,Stokes County,05000US37169,41944
2014,Latah County,05000US16057,41944
2014,St. Mary Parish,05000US22101,41956
2014,Gem County,05000US16045,41969
2014,Newberry County,05000US45071,41971
2014,"Pueblo County, CO",05000US08101,41974
2014,Marshall County,05000US54051,41978
2014,Bailey County,05000US48017,41982
2014,"Washington County, AR",05000US05143,41983
2014,Wharton County,05000US48481,41992
2014,Nicholas County,05000US21181,41996
2014,Stanly County,05000US37167,42010
2014,"Pitt County, NC",05000US37147,42011
2014,Valencia County,05000US35061,42012
2014,Jackson County,05000US40065,42029
2014,Perry County,05000US05105,42030
2014,Aitkin County,05000US27001,42036
2014,"Richland County, OH",05000US39139,42042
2014,"Alachua County, FL",05000US12001,42045
2014,"Madison County, TN",05000US47113,42069
2014,Delta County,05000US26041,42070
2014,Mayes County,05000US40097,42076
2014,Howard County,05000US18067,42078
2014,Wayne County,05000US19185,42083
2014,Golden Valley County,05000US30037,42083
2014,"Craighead County, AR",05000US05031,42085
2014,Jasper County,05000US13159,42099
2014,Callahan County,05000US48059,42102
2014,Stevens County,05000US53065,42111
2014,Webster County,05000US19187,42112
2014,Essex County,05000US51057,42143
2014,Des Moines County,05000US19057,42146
2014,Stanton County,05000US20187,42146
2014,"Humboldt County, CA",05000US06023,42153
2014,Madison County,05000US21151,42155
2014,Mason County,05000US26105,42156
2014,Cowley County,05000US20035,42157
2014,"Gaston County, NC",05000US37071,42158
2014,Smith County,05000US20183,42174
2014,Sequatchie County,05000US47153,42182
2014,Hillsdale County,05000US26059,42183
2014,Daviess County,05000US29061,42188
2014,Hamilton County,05000US48193,42211
2014,Kimball County,05000US31105,42219
2014,Aransas County,05000US48007,42247
2014,Hickman County,05000US21105,42256
2014,"Harrison County, MS",05000US28047,42285
2014,Jones County,05000US48253,42287
2014,Jefferson County,05000US42065,42295
2014,Albany County,05000US56001,42298
2014,Hale County,05000US48189,42303
2014,"Cambria County, PA",05000US42021,42304
2014,Iron County,05000US49021,42305
2014,Pittsylvania County,05000US51143,42311
2014,"Florence County, SC",05000US45041,42321
2014,Stonewall County,05000US48433,42321
2014,"Horry County, SC",05000US45051,42322
2014,Keith County,05000US31101,42326
2014,"Jefferson County, TX",05000US48245,42368
2014,Tehama County,05000US06103,42369
2014,Angelina County,05000US48005,42374
2014,"Marion County, IN",05000US18097,42378
2014,Delta County,05000US08029,42389
2014,Nuckolls County,05000US31129,42404
2014,Edmonson County,05000US21061,42404
2014,Hopkins County,05000US21107,42404
2014,Coos County,05000US33007,42407
2014,Gordon County,05000US13129,42414
2014,Washington County,05000US18175,42424
2014,Lincoln County,05000US41041,42429
2014,Clarke County,05000US19039,42430
2014,Williams County,05000US39171,42455
2014,Washington County,05000US51191,42458
2014,Jim Wells County,05000US48249,42463
2014,Wood County,05000US54107,42471
2014,George County,05000US28039,42472
2014,Mason County,05000US17125,42476
2014,Sevier County,05000US47155,42499
2014,Park County,05000US30067,42506
2014,Anderson County,05000US48001,42511
2014,Branch County,05000US26023,42538
2014,"McLennan County, TX",05000US48309,42544
2014,Vermilion County,05000US17183,42548
2014,Pontotoc County,05000US40123,42566
2014,Gasconade County,05000US29073,42574
2014,Beaverhead County,05000US30001,42577
2014,Van Zandt County,05000US48467,42579
2014,Carroll County,05000US29033,42582
2014,Fulton County,05000US18049,42585
2014,"Alamance County, NC",05000US37001,42592
2014,Newaygo County,05000US26123,42640
2014,Walworth County,05000US46129,42643
2014,Haskell County,05000US48207,42645
2014,Big Horn County,05000US30003,42650
2014,Mercer County,05000US21167,42658
2014,Franklin County,05000US47051,42663
2014,"St. Lucie County, FL",05000US12111,42665
2014,Crawford County,05000US26039,42666
2014,Hardin County,05000US39065,42670
2014,Asotin County,05000US53003,42689
2014,Lauderdale County,05000US01077,42703
2014,Valley County,05000US31175,42708
2014,"Chautauqua County, NY",05000US36013,42720
2014,Allegany County,05000US36003,42726
2014,Val Verde County,05000US48465,42735
2014,Washington County,05000US20201,42738
2014,Boone County,05000US54005,42740
2014,Franklin County,05000US37069,42763
2014,Lumpkin County,05000US13187,42764
2014,Edwards County,05000US17047,42779
2014,Faulk County,05000US46049,42781
2014,"Hocking County, OH",05000US39073,42792
2014,Bon Homme County,05000US46009,42795
2014,Collingsworth County,05000US48087,42798
2014,Banks County,05000US13011,42826
2014,Fisher County,05000US48151,42850
2014,White County,05000US05145,42852
2014,Ballard County,05000US21007,42852
2014,Titus County,05000US48449,42856
2014,"Tulare County, CA",05000US06107,42863
2014,Fergus County,05000US30027,42865
2014,"Davidson County, NC",05000US37057,42866
2014,Jefferson County,05000US12065,42866
2014,Clarion County,05000US42031,42880
2014,Tate County,05000US28137,42902
2014,Marion County,05000US39101,42904
2014,Worth County,05000US29227,42905
2014,Lancaster County,05000US45057,42906
2014,Pulaski County,05000US18131,42910
2014,McKean County,05000US42083,42913
2014,Lewis County,05000US53041,42917
2014,Bowie County,05000US48037,42917
2014,Henry County,05000US01067,42926
2014,Kerr County,05000US48265,42930
2014,"Washington County, TN",05000US47179,42935
2014,Newton County,05000US29145,42939
2014,St. Martin Parish,05000US22099,42948
2014,Haakon County,05000US46055,42950
2014,Lawrence County,05000US39087,42981
2014,Deaf Smith County,05000US48117,42995
2014,Knox County,05000US18083,42997
2014,Lewis County,05000US29111,43000
2014,"Clark County, OH",05000US39023,43011
2014,Tillamook County,05000US41057,43037
2014,Belmont County,05000US39013,43045
2014,Page County,05000US51139,43063
2014,"Polk County, FL",05000US12105,43063
2014,Pike County,05000US18125,43065
2014,"Merced County, CA",05000US06047,43066
2014,"Vanderburgh County, IN",05000US18163,43067
2014,Edgar County,05000US17045,43075
2014,Oneida County,05000US16071,43078
2014,Wright County,05000US19197,43082
2014,Stephens County,05000US48429,43082
2014,Marion County,05000US54049,43085
2014,Massac County,05000US17127,43092
2014,"Miami-Dade County, FL",05000US12086,43099
2014,Sierra County,05000US06091,43107
2014,"Canyon County, ID",05000US16027,43108
2014,Pierce County,05000US38069,43125
2014,Harrison County,05000US54033,43130
2014,Audrain County,05000US29007,43139
2014,"Butte County, CA",05000US06007,43165
2014,Floyd County,05000US19067,43169
2014,Jefferson County,05000US17081,43173
2014,Greene County,05000US17061,43178
2014,Clay County,05000US17025,43189
2014,"Calhoun County, MI",05000US26025,43199
2014,Kershaw County,05000US45055,43203
2014,Liberty County,05000US13179,43209
2014,Parke County,05000US18121,43214
2014,Greeley County,05000US31077,43226
2014,Wasco County,05000US41065,43226
2014,"Trumbull County, OH",05000US39155,43226
2014,Fall River County,05000US46047,43239
2014,Lee County,05000US28081,43240
2014,Union County,05000US41061,43265
2014,Yuma County,05000US08125,43279
2014,Lucas County,05000US19117,43280
2014,Carter County,05000US40019,43280
2014,"Montgomery County, OH",05000US39113,43281
2014,Mendocino County,05000US06045,43290
2014,Venango County,05000US42121,43291
2014,Lee County,05000US19111,43314
2014,Grant County,05000US38037,43317
2014,Darke County,05000US39037,43323
2014,Nash County,05000US37127,43341
2014,Robertson County,05000US48395,43371
2014,Grays Harbor County,05000US53027,43379
2014,Person County,05000US37145,43381
2014,"Milwaukee County, WI",05000US55079,43385
2014,Wayne County,05000US49055,43393
2014,Moore County,05000US47127,43393
2014,Montezuma County,05000US08083,43431
2014,"Madison County, IN",05000US18095,43440
2014,Ross County,05000US39141,43450
2014,Greene County,05000US18055,43470
2014,Waldo County,05000US23027,43484
2014,Lincoln County,05000US20105,43487
2014,Clark County,05000US29045,43497
2014,Camden County,05000US29029,43498
2014,Cattaraugus County,05000US36009,43503
2014,Bland County,05000US51021,43508
2014,Washington County,05000US39167,43512
2014,Clark County,05000US55019,43515
2014,Elmore County,05000US16039,43516
2014,Stephens County,05000US40137,43519
2014,Bourbon County,05000US21017,43521
2014,Rawlins County,05000US20153,43555
2014,"Spartanburg County, SC",05000US45083,43555
2014,Montgomery County,05000US19137,43566
2014,"Saginaw County, MI",05000US26145,43566
2014,Barton County,05000US20009,43573
2014,Price County,05000US55099,43581
2014,Crawford County,05000US42039,43622
2014,Red Willow County,05000US31145,43627
